Headline,Body ID,Stance
strange mark turn tropical spider burrow vacationer skin,1883,agree
small meteorite strike nicaragua government say,2118,unrelated
turkish president say american weapon drop kurdish fighter wrong supply end hand isi,666,unrelated
fidel castro dead accord viral twitter rumor,2156,unrelated
elderly woman arrest kidnap neighbor cat make fur coat,830,unrelated
break isi beheads american journalist james wright foley,1549,unrelated
emotional sergeant arm greet back parliament rouse stand ovation day heroically shoot dead terrorist first time use weapon num year career,1121,discuss
report isi fighter contract ebola incorrect say iraqi health ministry,1438,unrelated
snake wine rescue kim jong un love life,2018,discuss
second person rush hospital ebola symptom contact patient zero thomas duncan,1582,unrelated
really believe colorado kfcs selling pot reality check,853,unrelated
homeless man receive num shock everyone spends,359,unrelated
allege audio gunshot kill michael brown hoax,450,unrelated
judd nelson dead report hoax,1273,unrelated
govt fire employee skip work num year,686,unrelated
official refute iraqi medium report isi member contract ebola mosul,559,unrelated
say report suspect ebola case iraq untrue,1385,unrelated
chinese mistress strip naked beaten senseless backlash boom country concubine culture,1334,agree
nasa question whether crater nicaragua cause meteorite,1825,discuss
watch moment tv weatherman catch urinating bush live camera,2067,unrelated
woman stay kfc week get break,1299,unrelated
saudi tv blur image michelle obama,1342,unrelated
saudi arabian cleric issue fatwa snowman,732,agree
famous dog whisperer cesar millan die heart attack morning,944,unrelated
boko haram denies truce say kidnap girl marry,402,unrelated
apple watch shower proof num num apps launch report,2129,unrelated
report exec pop numk dinner run blackjack,505,unrelated
isil allegedly kill u journalist video,2495,discuss
north korea denies report kim jong un open state back restaurant scotland,2309,discuss
shot hear allege brown shoot record audio,2149,discuss
miss student mass graf find near iguala mexico,324,unrelated
islamic state killer jihadi john name mohammed emwazi,1815,unrelated
boko haram deny truce release kidnap schoolgirl,903,unrelated
video message service verifies time cnn audio recording,2248,unrelated
isi fighter get catch come across u mexican border,1893,unrelated
constipate goldfish operate north walsham vet,1361,unrelated
militant jihadi john name mohammed emwazi london,1256,unrelated
isi beheads kidnap photojournalist james wright foley horrific video message u,2296,unrelated
advisory islamist rebel leader kill u strike somali government,1084,agree
christian bale pull upcoming steve job biopic,1702,unrelated
audio record allegedly capture least num shot fire michael brown kill,1252,unrelated
kurd deny gill rosenberg kobane,777,unrelated
nigeria boko haram blame raid despite truce claim,1439,unrelated
high school kid make num million trading stock,550,unrelated
begin hazmat wear passenger spot airport,4,discuss
iraqi kurdish medium report case ebola among islamic state fighter mosul,527,unrelated
david haines behead isi execution video contain threat uk report,1757,discuss
official shoot congressman claim isi terrorist run across u mexico border,1637,unrelated
allege audio michael brown shoot release,2118,discuss
hairgate iphone num customer complain phone rip hair,1125,unrelated
spider live inside tourist body num day burrow skin scar,1210,unrelated
monster catfish look big enough swallow man whole caught italy,677,unrelated
axl rise dead num gun n rose frontman kill internet death hoax,144,unrelated
report secret service lie white house fence jumper,263,unrelated
terrorist plot target black friday shopper uncover,2091,agree
islamic state video title message america beheads american journalist james wright foley kidnap num,7,unrelated
fbi probe allege audio michael brown shoot,1384,unrelated
mass graf find mexico near place num student go miss,1795,discuss
michael phelps girlfriend reveals bear man never tell swimmer,1268,unrelated
cnn play allege record michael brown shoot,776,unrelated
small meteorite strike nicaragua government say,2302,unrelated
pure evil islamic state beheads american journalist james wright foley,2287,unrelated
report suspect ebola case iraq untrue,720,unrelated
cloister nun give birth baby convent sister google translate,2388,unrelated
elderly woman arrest kidnap neighbor cat make fur coat,2451,agree
robert plant reportedly tear num million lead zeppelin reunion contract,2508,unrelated
update num men num woman tonight espn domestic violence panel,2375,unrelated
hbo stream service could launch april num per month work apple tv,22,discuss
michael zehaf bibeau ottawa shooter suspect identify canadian official,26,unrelated
isi reportedly behead american photojournalist iraq,1857,unrelated
canadian israeli woman say capture isi,858,unrelated
fidel castro dead yes cuban leader alive death rumor prove false,892,unrelated
boko haram denies agree ceasefire,459,unrelated
letter parent nums lego set contains important message gender equality,2068,unrelated
country music legend willie nelson die age num,2186,disagree
apple new macbook thinner cleaner faster num inch macbook air,1234,unrelated
wild misinformation brian williams explain mike seidel liveshot,1169,unrelated
batmobile steal batman v superman dawn justice set zack snyder know,2055,unrelated
durex rumor pumpkin spice condom comment,1985,discuss
boko haram claim german hostage denies ceasefire,2404,unrelated
isi chlorine attack security force confirm iraq official,636,discuss
islamic state training pilot fly mig fighter plane say monitoring group,819,unrelated
mp credit sergeant arm save life parliament hill shooting,1002,unrelated
source tom brokaw want brian williams fire,595,unrelated
setting record straight tor,1921,unrelated
boko haram leader denies ceasefire deal say num abducted girl marry,34,unrelated
leader qaeda link somali group dead u say,1610,discuss
send drone predator drone fly headquarters syria,1839,unrelated
rumor robert plant rip num million contract reunite lead zeppelin call rubbish,1854,unrelated
al shabab leader order kenya mall massacre believe kill u drone attack somalia,1020,unrelated
isi get ebola,1095,unrelated
dead num minute catholic priest claim god female,1407,agree
russian man wake find testicle steal,214,unrelated
see isi militant catch try cross border texas congressman claim,2266,discuss
isi leader kill u airstrikes,1900,unrelated
wife son islamic state leader abu bakr al baghdadi detain lebanon,1875,unrelated
apple watch gold edition may cost much num num,385,unrelated
ottawa investigates report isi capture canadian israeli woman,1459,unrelated
rumor gold apple watch edition price num num steel version num debut feb num,2271,discuss
seth rogen play woz job biopic,1058,unrelated
rep duncan hunter least num isi fighter catch mexican border,625,unrelated
speed seinfeld younger viewer,569,unrelated
actor testicle steal meeting young blonde woman bar,803,unrelated
jilt lover chop penis girlfriend dump,1347,unrelated
texas plumber truck spot syria nothing terror,1213,unrelated
seven girl fall pregnant five day school trip bosnia herzegovina,313,unrelated
update saudi state television allegedly blur michelle obama face meet new saudi king,913,discuss
boko haram claim german hostage denies ceasefire,381,unrelated
isi pay tribute cub baghdadi child soldier,1024,discuss
video homeless man good deed num elaborate hoax,1130,agree
man discovers spider live skin bali vacation,1708,unrelated
leader qaeda link somali group dead u say,1921,unrelated
dna test confirm lebanon hold isi leader child,2283,discuss
big bank hank co founder sugarhill gang die,105,unrelated
everyone chill banksy arrest,2283,unrelated
american bombing sign death certificate miss u journalist james wright foley go unflinching death isi behead horrific video warn obama,1747,agree
leader qaeda link somali group dead u say,1746,unrelated
apple talk become launch partner cable free hbo service,1195,unrelated
lebanon confirm hold isi chief kin,2307,unrelated
boko haram denies truce say kidnap girl marry,35,unrelated
meteorite leaf house size crater nicaragua capital,1183,unrelated
north korea dictator kim jong un set open new restaurant scotland,2314,unrelated
isil video claim behead kidnap journalist james foley,1034,unrelated
hundred mourn death fidel castro rumour sweep twitter confuse recently depart fidel castro odinga nairobi,227,unrelated
michael zehaf bibeau slay ottawa shooter criminal record quebec b c,1266,unrelated
isi beheads photojournalist james wright foley massage u end intervention iraq,903,discuss
rumor fatigue set false alarm castro death,1010,unrelated
white house fence jumper make far deeper building previously know,646,unrelated
watch bird launch airstrike putin shoulder update,2472,unrelated
nicaragua ask u help investigate meteorite crater,1622,discuss
